DURATION_S,V_START,V_END,V_MIN,V_MAX,V_MEAN,V_DROP,VOLTAGE_SLOPE,V_STD,V_SKEW,I_MEAN,I_MIN,I_MAX,T_START,T_END,T_MIN,T_MAX,T_MEAN,TEMP_RISE,TEMP_RISE_RATE,TEMP_STD,DC_IR,ENERGY_WH,Target_SoH,Target_RUL
6651.051312598676,12.140398041767112,11.488638189289212,3.9196592090350837,3.9566862013170248,3.9381727051760542,0.6517598524779,-0.0012454839342321516,0.018513496140970385,0.307981886599631,1.4012149182664058,0.4034807292211843,2.852075551115652,26.20062267719398,30.52211844275616,25.438986949017817,33.021879437592624,28.36137055997507,4.32149576556218,0.00046227439409530715,0.2992939086439208,0.0679240332978336,30.601609736013916,76.0049115118812,592.1450789711145
534.6267615958936,11.713185743797784,9.632737854311861,3.501424150340383,3.613883715696165,3.557653933018274,2.0804478894859226,-0.004107533560288376,0.056229782677891,0.5002748039591655,3.5006897827076284,2.3596265284858466,4.951550415556875,15.911581299688725,18.309825297228507,15.520259420160068,19.210264173674616,17.110703298458617,2.3982439975397827,0.004241075543756,0.03524551015553556,0.0764311048504444,5.475697315572694,72.39685555522982,584.2311509381647
4976.5482106023155,11.547705921554163,11.103414269812344,3.7603197608719907,3.7900536362501787,3.7751866985610847,0.4442916517418194,0.00034920597944975654,0.014866937689093989,1.1139099821855545,1.8771065817068513,1.1330871161603024,2.412410182313373,24.46815205273172,27.77940615413098,24.346580546057154,28.897438236815113,26.123779103431353,3.3112541013992614,-0.00024632721181486346,0.20797693144692558,0.03618566296600436,29.477406473215026,94.35843754437458,741.6258249420376
1531.4429307218331,11.438174777425408,9.305067761021931,3.3909375316739925,3.523476647808454,3.4572070897412233,2.1331070164034767,-0.0015976306011229984,0.06626955806723078,-0.220184825934413,1.9175893200035163,0.7856165175505008,3.368449952852763,26.90118164097482,28.53963247525137,26.219891426953794,30.35201860195833,27.720407058113096,1.6384508342765507,-6.560955699145112e-06,0.1530752333847382,0.07654544443024422,8.33434849004494,58.70584986362056,554.5973425869719
9303.793838986283,12.228377023573586,9.958924723223015,3.6390556843914665,3.756711564540733,3.6978836244660998,2.2694523003505704,-0.00022448335496881846,0.05882794007463336,1.0739707203196847,1.1584581565778669,0.5007278405110588,2.609318789427113,11.289988239747592,19.583207495290672,11.007356006195272,22.293592528375154,15.436597867519133,8.29321925554308,0.0018105120424054381,0.4452185550361857,0.1588815490812806,33.20052383950635,80.21887463843416,196.2860776167912
1304.166512356796,11.102753576890729,8.980538720984006,3.302149486694006,3.392281279264239,3.3472153829791225,2.122214855906723,-0.0023439450080510746,0.045065896285116404,-0.9474046783356237,1.5483602668748755,1.1247350541343857,2.999220899724122,31.513839191694732,33.25024591398567,31.376952686873846,34.274700413748626,32.382042552840204,1.736406722290939,0.0014132704621542596,0.038702381226552146,0.1091152448094383,5.762006255285496,63.520603925427054,529.8796818203202
813.1161283747064,11.437066567058523,10.692130360299904,3.67591296723131,3.7004860085548326,3.6881994878930713,0.7449362067586183,-0.0004175157900632875,0.012286520661761188,-1.1061397637433237,2.246692782851125,1.4121854393613602,2.781996383457647,19.955220178607437,22.20910045068048,19.765820525001228,23.015561296040474,21.082160314643957,2.253880272073045,0.0028779582569348956,0.061892238772776255,0.033716391373485796,5.722201921657012,87.20610221393557,764.2730532041131
9304.177275946808,12.572388552390088,10.794742835460143,3.8728068570889786,3.9162369388610974,3.894521897975038,1.7776457169299444,-0.000772077725797424,0.021715040886059175,1.33828308647817,2.20376602784515,0.5311946446205515,3.6546266606943965,17.493048498518363,38.351218866656865,16.56102820550527,38.58458692794432,27.922133682587614,20.858170368138502,0.003207972671606783,0.6207249073808688,0.10966480312860664,50.0,48.47243744911642,389.1008207704234
1164.7816921928095,11.85766990641045,10.658238964893021,3.712039196298046,3.7932637608031117,3.752651478550579,1.199430941517429,-0.0007641275246353626,0.04061228225253299,0.2547252822894127,0.8574651222391159,0.23413585597624043,2.3083257550883625,11.803235746074675,12.373859213445293,11.245608498726703,13.940363369149294,12.088547479759985,0.570623467370619,0.0006825081589657119,0.026134534315347343,0.10141735259294782,3.1075959389742267,67.96343474873257,162.04423518293177
3893.4474907729327,11.96032988224955,11.20596366360683,3.857884554407235,3.8642132942115586,3.861048924309397,0.7543662186427191,-0.00022913576279857164,0.003164369902161849,0.05310832115580153,1.2998616074671085,1.2291067839210779,1.8351652080736303,21.031391241164954,22.127575441829382,20.92486390740223,23.32012547306947,21.579483341497166,1.0961842006644267,0.0013016854773063827,0.08526872154092764,0.024487412031840607,16.32147889713296,86.2202317096285,696.2682059028613
3888.811265861523,11.06300059096478,9.639050883292402,3.4382018995132393,3.462481925239155,3.450341912376197,1.423949707672378,-7.276726648916217e-05,0.012140012862957919,-0.3409115098282436,0.34171035412008577,0.009150050697400713,0.8770139547266075,21.45017701731146,21.12832698973593,20.79141820966333,21.474944759149196,21.289252003523693,-0.3218500275755323,0.00021280088334699182,0.0,0.02492553320000061,3.7865734565849882,90.82248559190494,714.961013538193
3951.7753898841092,12.5098514179989,10.111617773165644,3.724343611625581,3.8161461187626,3.7702448651940905,2.3982336448332564,-0.00020415878721109234,0.045901253568509576,-0.5497625659293943,1.6954774598107962,1.0076376696139664,3.1463380926600424,22.341812591045507,28.59385756243569,21.89344448237036,29.91611838230863,25.4678350767406,6.252044971390183,0.001394401272129556,0.5169518598022392,0.15277417678594524,21.047816526259947,48.006816254531564,592.9364979986944
1523.6200956893717,12.133129278218599,11.714320838844056,3.935805011151276,4.01334502786961,3.974575019510443,0.4188084393745424,3.9846503452496175e-05,0.0387700083591667,-0.5124861002951115,0.7610468111207056,0.5522032595711867,2.211907443969952,23.295058282315686,23.641096541921176,22.932336114427773,24.022025825873605,23.468077412118433,0.34603825960548884,0.0008385583202355072,0.025161258266243824,0.04890014571434018,3.7940996416666346,45.676466164531114,200.61958976355794
5794.237488498898,11.410109004125896,9.628959828775303,3.434864024792174,3.578158919508226,3.5065114721502,1.7811491753505937,0.0001268731383647585,0.07164744735802625,-0.17997208382784793,0.9596366798806287,0.23164424298474173,2.410497312729875,27.40623864863051,29.862826106010782,26.76410207959267,31.681295134814228,28.634532377320646,2.456587457380274,0.0005362307369669622,0.18688615385888066,0.14495095260866894,16.215441209477287,68.47374693459679,287.6735618835161
13603.160162190716,11.392886800031027,9.783220077101445,3.5189041920091513,3.539798100368339,3.5293511461887452,1.6096667229295818,0.001082061676692717,0.010446954179593989,0.7388029441320645,0.682341480196207,0.4126669598692851,1.2176450808027286,16.649018550852695,17.599557739922435,16.48404167187474,18.72478281043513,17.124288145387567,0.9505391890697394,-0.00038511683646746345,0.08184075681439824,0.02109308510224549,27.333723868783636,87.42051037582574,641.7921267015832
230.28301165044059,12.2941262636025,10.444668924655685,3.722393314291915,3.8572050817941474,3.7897991980430312,1.8494573389468147,-0.00820226540077886,0.06740588375111634,-0.5296494682901529,1.0790200046699843,0.7837711962035723,2.5298806375192306,29.52338372055184,29.340590745647887,29.016416657924154,31.488454792049804,29.431987233099864,-0.1827929749039524,-0.0004396979578634257,0.0,0.06234690124907277,0.8038438580038538,47.77455834585714,557.7616996410527
11421.930830007712,12.422513480781062,11.768996408923204,4.025216683944672,4.03861994595675,4.031918314950711,0.6535170718578573,0.00023636649715827273,0.00670163100603932,0.7464606631222447,2.066612903957977,1.4326013074377628,2.6019165045644987,20.887347018513452,29.69468742404594,20.466252734362033,29.71793922664267,25.291017221279695,8.80734040553249,0.0007180997024025394,0.22919916099614102,0.04097553635915405,50.0,92.38927140989304,912.7563651987559
2599.9050295212605,11.288366628081013,8.032098645357546,2.914781868569267,3.5253732225769188,3.220077545573093,3.2562679827234664,-0.0012998560905399784,0.30529567700382576,-0.5082988382787506,4.977252183600291,0.7056825049805475,5.857538125845798,25.803949195059413,55.80394919505942,25.139523157990283,56.65313478892112,40.80394919505942,30.0,0.011394382224476054,0.29036890427886164,0.18880207573305313,34.76433654089843,14.998339856411828,75.90437925498934
4549.630619764814,11.052217966140962,8.301707230636033,3.1932478398917725,3.2580605590338925,3.2256541994628325,2.7505107355049283,-0.00024029776647474668,0.03240635957105979,-0.2124265599326759,3.1970698517640574,0.7770884328068908,4.647930484613304,36.39081652536025,65.0,35.58328124444924,65.0,50.695408262680125,30.0,0.006692475357293178,1.4254590515022771,0.1711346316364814,39.095552648100224,58.11972736654445,231.2826496112764
1238.0586397316079,11.668208014586979,9.574454347701721,3.356475957796877,3.7244114962993553,3.540443727048116,2.0937536668852577,-0.0016664861201578052,0.18396776925123914,0.07242875230009706,3.2488379378201526,2.8395095650863964,4.1291238800656584,8.295980565012947,19.280230005004476,7.903734756673612,21.254287929563514,13.788105285008712,10.98424943999153,0.008855764327039661,0.9406052398486621,0.20487167593757152,11.888866658907121,26.33016295080603,35.76638878961516
892.5199864541809,12.322271578707738,9.686248479204469,3.1080598024781287,4.228113550159273,3.6680866763187012,2.6360230995032694,-0.00339978937974857,0.5600268738405724,-1.0720527111128975,4.83974438766749,0.6777725018762819,5.720030329912996,34.27097953044819,55.518065879344405,34.206281458881584,56.66954667042836,44.894522704896296,21.247086348896215,0.024413098311543962,1.2062354089135894,0.24124931778519387,13.245888428568152,39.15072089427437,52.50477643417025
14934.574191671667,12.022820099340677,9.711690803985675,3.619560587578555,3.625276380196896,3.6224184838877256,2.311129295355002,-0.00013944303136420762,0.002857896309170519,1.9474679880351766,0.7925229165782681,0.3031544250555094,1.3278265171847898,21.045485018138233,22.538749273051323,20.26701774216102,25.077418861729768,21.79211714559478,1.4932642549130912,4.9544404236688975e-05,0.12707435362848016,0.010696551930902725,35.648654013112086,86.7239949558935,634.4543086196145
2691.586211315566,12.099794912570118,9.608219903363224,3.555781167902234,3.680223770742214,3.618002469322224,2.491575009206894,-0.0006405285462180029,0.062221301419989966,-1.793358307061504,3.968279875424847,1.8926646813812895,5.4191405082740935,33.52521531848163,44.781618175453616,32.82548244597445,47.3787098655857,39.15341674696762,11.256402856971988,0.00342369920595315,0.18430932044654036,0.06028104519888589,32.241115840550655,61.95454795784002,243.87436614612213
3595.4396466927456,11.421238573733214,10.316099512437706,3.0389526723589544,4.20682668969802,3.622889681028487,1.1051390612955085,-0.00023852116844672402,0.5839370086695326,1.1539008197255658,1.2700863035976453,0.9996383376632154,2.150372245843151,24.523828896795983,32.96045620337554,23.572668499489012,33.186498310950704,28.742142550085763,8.43662730657956,0.0016208191274891255,0.33213322960806707,0.3804904718605433,13.81670706570732,23.22101678083365,46.63957611072748
4943.321835550452,12.490606731024949,11.94896668251105,4.023861240096853,4.122663231081814,4.0732622355893335,0.5416400485138979,-0.0006578766806386638,0.049400995492481156,0.11661731414595676,2.2730484065587384,2.224813421602499,3.723909039407985,24.015467847484793,36.234280844530474,23.94458179623515,36.462221986067185,30.124874346007633,12.218812997045683,0.0021904721246137357,0.5842286415450019,0.10952574218304031,38.145610770208975,48.13693327603302,502.4946834151181
296.5585186225864,12.154759768981357,10.044855695075649,3.4411365370064204,3.9587352843459143,3.6999359106761673,2.1099040739057084,-0.0072742489093357895,0.2587993736697468,-0.11727425994073658,2.432221620093258,0.29537286449755706,3.312507562338764,11.443933977477773,12.98640965322117,10.55594825235099,15.255550342878493,12.215171815349471,1.5424756757433962,0.005715651193488316,0.07474028238544485,0.2361963459631639,2.255171281050225,44.59973104081528,39.49868440442703
